Water level predictions and measurements
from NOAA gage 8728690 (Apalachicola, 
Florida) for a three-week period surrounding
Hurricane Michael in October 2018. The
timestamps are formatted as YYYYMMDDhhmm in
Greenwich Mean Time. WL_predict_m are the
harmonic tide predictions in meters relative
to NAVD88. WL_measured_m are the water level
measurements in meters relative to NAVD88.
*
TimeGMT WL_predict_m WL_measured_m
201810091048 0.213 0.716
201810091054 0.204 0.711
201810091100 0.196 0.715
201810091106 0.187 0.717
201810091112 0.178 0.705
201810091118 0.169 0.700
201810091124 0.160 0.697
201810091130 0.151 0.699
201810091136 0.142 0.693
201810091142 0.133 0.685
201810091148 0.124 0.685
201810091154 0.115 0.680
201810091200 0.106 0.678
201810091206 0.097 0.675
201810091212 0.088 0.670
201810091218 0.079 0.664
201810091224 0.071 0.653
201810091230 0.062 0.646
201810091236 0.054 0.639
201810091242 0.046 0.633
201810091248 0.038 0.630
201810091254 0.031 0.628
201810091300 0.023 0.623
201810091306 0.016 0.620
201810091312 0.010 0.616
201810091318 0.003 0.616
201810091324 -0.003 0.615
201810091330 -0.009 0.608
201810091336 -0.015 0.602
201810091342 -0.020 0.597
201810091348 -0.025 0.592
201810091354 -0.029 0.588
201810091400 -0.033 0.585
201810091406 -0.037 0.587
201810091412 -0.041 0.586
201810091418 -0.044 0.592
201810091424 -0.047 0.594
201810091430 -0.049 0.595
201810091436 -0.051 0.600
201810091442 -0.053 0.607
201810091448 -0.054 0.606
201810091454 -0.054 0.604
201810091500 -0.055 0.607
201810091506 -0.055 0.615
201810091512 -0.054 0.617
201810091518 -0.053 0.615
201810091524 -0.051 0.618
201810091530 -0.049 0.622
201810091536 -0.047 0.626
201810091542 -0.044 0.629
201810091548 -0.040 0.634
201810091554 -0.036 0.640
201810091600 -0.032 0.649
201810091606 -0.026 0.650
201810091612 -0.021 0.657
201810091618 -0.015 0.664
201810091624 -0.008 0.673
201810091630 -0.001 0.682
201810091636 0.007 0.689
201810091642 0.015 0.694
201810091648 0.023 0.705
201810091654 0.032 0.712
201810091700 0.042 0.717
201810091706 0.052 0.723
201810091712 0.062 0.729
201810091718 0.072 0.735
201810091724 0.083 0.739
201810091730 0.094 0.747
201810091736 0.106 0.760
201810091742 0.117 0.767
201810091748 0.129 0.773
201810091754 0.141 0.781
201810091800 0.153 0.786
201810091806 0.165 0.791
201810091812 0.177 0.796
201810091818 0.189 0.807
201810091824 0.201 0.815
201810091830 0.213 0.823
201810091836 0.224 0.830
201810091842 0.235 0.838
201810091848 0.247 0.843
201810091854 0.257 0.850
201810091900 0.268 0.856
201810091906 0.278 0.860
201810091912 0.288 0.867
201810091918 0.297 0.874
201810091924 0.306 0.880
201810091930 0.315 0.889
201810091936 0.323 0.895
201810091942 0.330 0.897
201810091948 0.337 0.897
201810091954 0.344 0.902
201810092000 0.350 0.907
201810092006 0.355 0.912
201810092012 0.360 0.916
201810092018 0.365 0.917
201810092024 0.369 0.924
201810092030 0.372 0.932
201810092036 0.375 0.936
201810092042 0.378 0.936
201810092048 0.380 0.936
201810092054 0.381 0.937
201810092100 0.382 0.937
201810092106 0.383 0.942
201810092112 0.383 0.948
201810092118 0.383 0.947
201810092124 0.382 0.947
201810092130 0.380 0.948
201810092136 0.379 0.947
201810092142 0.377 0.945
201810092148 0.374 0.947
201810092154 0.371 0.947
201810092200 0.368 0.944
201810092206 0.364 0.947
201810092212 0.360 0.947
201810092218 0.356 0.945
201810092224 0.351 0.942
201810092230 0.346 0.940
201810092236 0.340 0.939
201810092242 0.335 0.938
201810092248 0.329 0.936
201810092254 0.323 0.933
201810092300 0.316 0.932
201810092306 0.309 0.930
201810092312 0.303 0.927
201810092318 0.295 0.925
201810092324 0.288 0.920
201810092330 0.281 0.916
201810092336 0.273 0.915
201810092342 0.266 0.909
201810092348 0.258 0.903
201810092354 0.250 0.901
201810100000 0.243 0.898
201810100006 0.235 0.893
201810100012 0.227 0.890
201810100018 0.219 0.890
201810100024 0.212 0.888
201810100030 0.204 0.884
201810100036 0.197 0.881
201810100042 0.189 0.881
201810100048 0.182 0.877
201810100054 0.175 0.873
201810100100 0.168 0.869
201810100106 0.162 0.868
201810100112 0.155 0.868
201810100118 0.149 0.867
201810100124 0.143 0.872
201810100130 0.137 0.877
201810100136 0.131 0.873
201810100142 0.126 0.868
201810100148 0.120 0.869
201810100154 0.115 0.873
201810100200 0.111 0.878
201810100206 0.106 0.875
201810100212 0.102 0.875
201810100218 0.098 0.882
201810100224 0.095 0.882
201810100230 0.091 0.886
201810100236 0.088 0.893
201810100242 0.086 0.903
201810100248 0.083 0.911
201810100254 0.081 0.913
201810100300 0.079 0.924
201810100306 0.078 0.918
201810100312 0.076 0.917
201810100318 0.076 0.924
201810100324 0.075 0.929
201810100330 0.075 0.935
201810100336 0.075 0.945
201810100342 0.076 0.945
201810100348 0.077 0.946
201810100354 0.079 0.949
201810100400 0.080 0.957
201810100406 0.083 0.958
201810100412 0.085 0.963
201810100418 0.089 0.970
201810100424 0.092 0.983
201810100430 0.096 0.994
201810100436 0.101 1.001
201810100442 0.105 1.003
201810100448 0.111 1.002
201810100454 0.116 1.008
201810100500 0.122 1.006
201810100506 0.129 1.007
201810100512 0.136 1.018
201810100518 0.143 1.022
201810100524 0.150 1.026
201810100530 0.158 1.043
201810100536 0.166 1.065
201810100542 0.174 1.087
201810100548 0.182 1.092
201810100554 0.191 1.105
201810100600 0.200 1.095
201810100606 0.208 1.079
201810100612 0.217 1.108
201810100618 0.226 1.118
201810100624 0.235 1.138
201810100630 0.243 1.160
201810100636 0.252 1.182
201810100642 0.260 1.204
201810100648 0.268 1.218
201810100654 0.276 1.226
201810100700 0.284 1.237
201810100706 0.291 1.258
201810100712 0.298 1.262
201810100718 0.305 1.251
201810100724 0.311 1.259
201810100730 0.317 1.275
201810100736 0.322 1.278
201810100742 0.327 1.282
201810100748 0.332 1.300
201810100754 0.336 1.310
201810100800 0.339 1.318
201810100806 0.342 1.313
201810100812 0.345 1.306
201810100818 0.347 1.310
201810100824 0.348 1.310
201810100830 0.349 1.319
201810100836 0.350 1.335
201810100842 0.349 1.350
201810100848 0.349 1.365
201810100854 0.348 1.362
201810100900 0.346 1.352
201810100906 0.344 1.354
201810100912 0.342 1.347
201810100918 0.339 1.335
201810100924 0.335 1.348
201810100930 0.332 1.358
201810100936 0.327 1.366
201810100942 0.323 1.364
201810100948 0.318 1.369
201810100954 0.312 1.377
201810101000 0.306 1.378
201810101006 0.300 1.373
201810101012 0.294 1.383
201810101018 0.287 1.410
201810101024 0.280 1.423
201810101030 0.272 1.443
201810101036 0.264 1.442
201810101042 0.256 1.429
201810101048 0.248 1.444
201810101054 0.240 1.467
201810101100 0.231 1.472
201810101106 0.222 1.467
201810101112 0.213 1.482
201810101118 0.203 1.461
201810101124 0.194 1.452
201810101130 0.184 1.485
201810101136 0.175 1.466
201810101142 0.165 1.444
201810101148 0.155 1.434
201810101154 0.146 1.440
201810101200 0.136 1.449
201810101206 0.126 1.477
201810101212 0.116 1.531
201810101218 0.106 1.561
201810101224 0.097 1.544
201810101230 0.087 1.539
201810101236 0.078 1.529
201810101242 0.068 1.558
201810101248 0.059 1.557
201810101254 0.050 1.543
201810101300 0.041 1.544
201810101306 0.032 1.543
201810101312 0.024 1.556
201810101318 0.016 1.577
201810101324 0.008 1.588
201810101330 0.000 1.596
201810101336 -0.008 1.596
201810101342 -0.015 1.608
201810101348 -0.022 1.611
201810101354 -0.029 1.619
201810101400 -0.035 1.653
201810101406 -0.042 1.666
201810101412 -0.048 1.657
201810101418 -0.053 1.678
201810101424 -0.059 1.698
201810101430 -0.064 1.704
201810101436 -0.068 1.734
201810101442 -0.073 1.757
201810101448 -0.077 1.769
201810101454 -0.081 1.787
201810101500 -0.084 1.818
201810101506 -0.087 1.838
201810101512 -0.090 1.837
201810101518 -0.092 1.853
201810101524 -0.094 1.882
201810101530 -0.095 1.898
201810101536 -0.096 1.923
201810101542 -0.097 1.948
201810101548 -0.097 1.970
201810101554 -0.097 2.004
201810101600 -0.096 2.043
201810101606 -0.095 2.070
201810101612 -0.093 2.103
201810101618 -0.091 2.130
201810101624 -0.088 2.178
201810101630 -0.084 2.217
201810101636 -0.080 2.245
201810101642 -0.076 2.228
201810101648 -0.071 2.257
201810101654 -0.065 2.296
201810101700 -0.059 2.328
201810101706 -0.053 2.342
201810101712 -0.045 2.385
201810101718 -0.038 2.423
201810101724 -0.030 2.455
201810101730 -0.021 2.486
201810101736 -0.012 2.487
201810101742 -0.002 2.504
201810101748 0.008 2.516
201810101754 0.018 2.540
201810101800 0.029 2.565
201810101806 0.040 2.595
201810101812 0.052 2.613
201810101818 0.063 2.583
201810101824 0.075 2.578
201810101830 0.087 2.582
201810101836 0.100 2.573
201810101842 0.112 2.602
201810101848 0.124 2.605
201810101854 0.137 2.588
201810101900 0.149 2.559
201810101906 0.161 2.527
201810101912 0.173 2.521
201810101918 0.185 2.489
201810101924 0.197 2.466
201810101930 0.209 2.437
201810101936 0.220 2.411
201810101942 0.231 2.387
201810101948 0.242 2.358
201810101954 0.252 2.321
201810102000 0.262 2.276
201810102006 0.272 2.244
201810102012 0.281 2.207
201810102018 0.290 2.166
201810102024 0.298 2.132
201810102030 0.306 2.085
201810102036 0.314 2.048
201810102042 0.321 1.992
201810102048 0.327 1.933
201810102054 0.333 1.891
201810102100 0.338 1.876
201810102106 0.343 1.846
201810102112 0.348 1.816
201810102118 0.352 1.782
201810102124 0.355 1.773
201810102130 0.358 1.749
201810102136 0.361 1.731
201810102142 0.363 1.701
201810102148 0.365 1.665
201810102154 0.366 1.649
201810102200 0.366 1.620
201810102206 0.366 1.603
201810102212 0.366 1.575
201810102218 0.366 1.552
201810102224 0.364 1.529
201810102230 0.363 1.501
201810102236 0.361 1.472
201810102242 0.359 1.455
201810102248 0.356 1.431
201810102254 0.353 1.411
201810102300 0.349 1.386
201810102306 0.346 1.366
201810102312 0.341 1.346
201810102318 0.337 1.324
201810102324 0.332 1.300
201810102330 0.328 1.273
201810102336 0.322 1.250
201810102342 0.317 1.234
201810102348 0.312 1.203
201810102354 0.306 1.181
201810110000 0.300 1.167
201810110006 0.294 1.157
201810110012 0.288 1.136
201810110018 0.282 1.122
201810110024 0.276 1.108
201810110030 0.269 1.093
201810110036 0.263 1.075
201810110042 0.257 1.054
201810110048 0.251 1.039
201810110054 0.244 1.021
201810110100 0.238 1.005
201810110106 0.232 0.987
201810110112 0.226 0.980
201810110118 0.220 0.969
201810110124 0.215 0.943
201810110130 0.209 0.925
201810110136 0.203 0.911
201810110142 0.198 0.904
201810110148 0.193 0.893
201810110154 0.188 0.877
201810110200 0.183 0.865
201810110206 0.178 0.855
201810110212 0.174 0.841
201810110218 0.169 0.825
201810110224 0.165 0.803
201810110230 0.161 0.789
201810110236 0.158 0.775
201810110242 0.154 0.760
201810110248 0.151 0.750
201810110254 0.148 0.743
201810110300 0.145 0.736
201810110306 0.142 0.727
201810110312 0.140 0.716
201810110318 0.138 0.704
201810110324 0.136 0.687
201810110330 0.135 0.678
201810110336 0.133 0.675
201810110342 0.132 0.676
201810110348 0.132 0.665
201810110354 0.131 0.658
201810110400 0.131 0.651
201810110406 0.131 0.653
201810110412 0.132 0.649
201810110418 0.133 0.643
201810110424 0.134 0.640
201810110430 0.136 0.634
201810110436 0.138 0.631
201810110442 0.140 0.632
201810110448 0.143 0.628
201810110454 0.146 0.629
201810110500 0.150 0.627
201810110506 0.154 0.624
201810110512 0.158 0.622
201810110518 0.163 0.617
201810110524 0.168 0.614
201810110530 0.173 0.613
201810110536 0.179 0.608
201810110542 0.185 0.611
201810110548 0.191 0.616
201810110554 0.198 0.617
201810110600 0.205 0.618
201810110606 0.212 0.622
201810110612 0.219 0.620
201810110618 0.226 0.622
201810110624 0.234 0.621
201810110630 0.241 0.628
201810110636 0.249 0.631
201810110642 0.257 0.635
201810110648 0.264 0.637
201810110654 0.272 0.644
201810110700 0.280 0.651
201810110706 0.287 0.656
201810110712 0.294 0.658
201810110718 0.301 0.662
201810110724 0.308 0.669
201810110730 0.315 0.675
201810110736 0.321 0.681
201810110742 0.327 0.688
201810110748 0.333 0.697
201810110754 0.338 0.704
201810110800 0.343 0.707
201810110806 0.348 0.711
201810110812 0.352 0.714
201810110818 0.355 0.719
201810110824 0.358 0.720
201810110830 0.361 0.723
201810110836 0.363 0.728
201810110842 0.365 0.730
201810110848 0.366 0.728
201810110854 0.367 0.729
201810110900 0.367 0.732
201810110906 0.367 0.731
201810110912 0.366 0.732
201810110918 0.364 0.731
201810110924 0.363 0.729
201810110930 0.360 0.725
201810110936 0.357 0.717
201810110942 0.354 0.713
201810110948 0.350 0.710
201810110954 0.346 0.708
201810111000 0.341 0.700
201810111006 0.336 0.693
201810111012 0.330 0.686
201810111018 0.324 0.679
201810111024 0.318 0.673
201810111030 0.311 0.667
201810111036 0.304 0.659
201810111042 0.297 0.650
201810111048 0.289 0.643
201810111054 0.281 0.635
201810111100 0.273 0.628
201810111106 0.264 0.618
201810111112 0.255 0.608
201810111118 0.246 0.597
201810111124 0.237 0.588
201810111130 0.227 0.579
201810111136 0.218 0.571
201810111142 0.208 0.562
201810111148 0.198 0.550
201810111154 0.188 0.540
201810111200 0.178 0.532
201810111206 0.168 0.524
201810111212 0.157 0.513
201810111218 0.147 0.503
201810111224 0.137 0.492
201810111230 0.127 0.481
201810111236 0.117 0.471
201810111242 0.107 0.463
201810111248 0.097 0.455
201810111254 0.087 0.445
201810111300 0.077 0.436
201810111306 0.067 0.429
201810111312 0.058 0.419
201810111318 0.048 0.410
201810111324 0.039 0.404
201810111330 0.030 0.395
201810111336 0.021 0.388
201810111342 0.012 0.381
201810111348 0.003 0.375
201810111354 -0.005 0.368
201810111400 -0.013 0.358
201810111406 -0.021 0.354
201810111412 -0.029 0.348
201810111418 -0.036 0.340
201810111424 -0.044 0.332
201810111430 -0.051 0.323
201810111436 -0.057 0.318
201810111442 -0.064 0.312
201810111448 -0.070 0.305
201810111454 -0.076 0.302
201810111500 -0.082 0.299
201810111506 -0.087 0.295
201810111512 -0.093 0.287
201810111518 -0.097 0.279
201810111524 -0.102 0.271
201810111530 -0.106 0.261
201810111536 -0.110 0.258
201810111542 -0.114 0.255
201810111548 -0.117 0.254
201810111554 -0.120 0.251
201810111600 -0.122 0.250
201810111606 -0.124 0.249
201810111612 -0.126 0.242
201810111618 -0.127 0.243
201810111624 -0.128 0.242
201810111630 -0.128 0.240
201810111636 -0.128 0.241
201810111642 -0.127 0.242
201810111648 -0.126 0.243
201810111654 -0.124 0.245
201810111700 -0.122 0.248
201810111706 -0.119 0.249
201810111712 -0.116 0.248
201810111718 -0.112 0.252
201810111724 -0.107 0.259
201810111730 -0.103 0.265
201810111736 -0.097 0.272
201810111742 -0.091 0.280
201810111748 -0.085 0.287
201810111754 -0.078 0.290
201810111800 -0.070 0.292
201810111806 -0.062 0.300
201810111812 -0.054 0.307
201810111818 -0.045 0.312
201810111824 -0.036 0.320
201810111830 -0.026 0.323
201810111836 -0.016 0.332
201810111842 -0.005 0.338
201810111848 0.005 0.347
201810111854 0.016 0.352
201810111900 0.028 0.358
201810111906 0.039 0.366
201810111912 0.051 0.373
201810111918 0.063 0.384
201810111924 0.074 0.396
201810111930 0.086 0.405
201810111936 0.098 0.416
201810111942 0.111 0.425
201810111948 0.123 0.434
201810111954 0.134 0.442
201810112000 0.146 0.451
201810112006 0.158 0.463
201810112012 0.170 0.470
201810112018 0.181 0.482
201810112024 0.192 0.484
201810112030 0.203 0.495
201810112036 0.213 0.505
201810112042 0.224 0.511
201810112048 0.234 0.518
201810112054 0.243 0.525
201810112100 0.252 0.533
201810112106 0.261 0.535
201810112112 0.270 0.541
201810112118 0.278 0.549
201810112124 0.285 0.553
201810112130 0.292 0.559
201810112136 0.299 0.561
201810112142 0.305 0.562
201810112148 0.311 0.563
201810112154 0.316 0.568
201810112200 0.321 0.571
201810112206 0.325 0.569
201810112212 0.329 0.569
201810112218 0.332 0.566
201810112224 0.335 0.564
201810112230 0.337 0.562
201810112236 0.339 0.561
201810112242 0.340 0.557
201810112248 0.341 0.553
201810112254 0.342 0.553
201810112300 0.342 0.552
201810112306 0.342 0.549
201810112312 0.341 0.543
201810112318 0.340 0.542
201810112324 0.339 0.539
201810112330 0.337 0.532
201810112336 0.335 0.526
201810112342 0.333 0.523
201810112348 0.330 0.519
201810112354 0.327 0.514
201810120000 0.324 0.509
201810120006 0.321 0.502
201810120012 0.317 0.493
201810120018 0.313 0.486
201810120024 0.309 0.477
201810120030 0.305 0.470
201810120036 0.301 0.460
201810120042 0.296 0.452
201810120048 0.292 0.446
201810120054 0.287 0.437
201810120100 0.283 0.428
201810120106 0.278 0.422
201810120112 0.273 0.415
201810120118 0.269 0.406
201810120124 0.264 0.394
201810120130 0.259 0.388
201810120136 0.254 0.383
201810120142 0.250 0.374
201810120148 0.245 0.366
201810120154 0.240 0.363
201810120200 0.236 0.357
201810120206 0.231 0.349
201810120212 0.227 0.342
201810120218 0.223 0.332
201810120224 0.219 0.325
201810120230 0.215 0.317
201810120236 0.211 0.309
201810120242 0.207 0.301
201810120248 0.203 0.296
201810120254 0.200 0.292
201810120300 0.196 0.287
201810120306 0.193 0.282
201810120312 0.190 0.276
201810120318 0.188 0.272
201810120324 0.185 0.266
201810120330 0.183 0.263
201810120336 0.180 0.261
201810120342 0.178 0.257
201810120348 0.177 0.256
201810120354 0.175 0.251
201810120400 0.174 0.246
201810120406 0.173 0.247
201810120412 0.172 0.246
201810120418 0.172 0.248
201810120424 0.172 0.249
201810120430 0.172 0.249
201810120436 0.172 0.247
201810120442 0.173 0.243
201810120448 0.174 0.242
201810120454 0.176 0.242
201810120500 0.177 0.244
201810120506 0.179 0.244
201810120512 0.182 0.245
201810120518 0.185 0.246
201810120524 0.188 0.244
201810120530 0.191 0.241
201810120536 0.195 0.244
201810120542 0.199 0.243
201810120548 0.203 0.242
201810120554 0.207 0.241
201810120600 0.212 0.242
201810120606 0.217 0.242
201810120612 0.223 0.244
201810120618 0.228 0.247
201810120624 0.234 0.249
201810120630 0.240 0.254
201810120636 0.246 0.258
201810120642 0.252 0.262
201810120648 0.259 0.267
201810120654 0.265 0.271
201810120700 0.272 0.276
201810120706 0.278 0.284
201810120712 0.285 0.287
201810120718 0.291 0.292
201810120724 0.298 0.294
201810120730 0.304 0.297
201810120736 0.311 0.299
201810120742 0.317 0.299
201810120748 0.323 0.299
201810120754 0.329 0.304
201810120800 0.335 0.311
201810120806 0.340 0.314
201810120812 0.345 0.320
201810120818 0.350 0.329
201810120824 0.355 0.336
201810120830 0.359 0.336
201810120836 0.362 0.339
201810120842 0.366 0.347
201810120848 0.369 0.351
201810120854 0.371 0.353
201810120900 0.374 0.358
201810120906 0.375 0.359
201810120912 0.376 0.363
201810120918 0.377 0.364
201810120924 0.377 0.362
201810120930 0.377 0.362
201810120936 0.376 0.359
201810120942 0.375 0.356
201810120948 0.373 0.355
201810120954 0.371 0.355
201810121000 0.368 0.351
201810121006 0.364 0.347
201810121012 0.361 0.346
201810121018 0.356 0.341
201810121024 0.352 0.337
201810121030 0.346 0.332
201810121036 0.341 0.330
201810121042 0.335 0.327
201810121048 0.328 0.322
201810121054 0.321 0.316
201810121100 0.314 0.314
201810121106 0.306 0.310
201810121112 0.298 0.305
201810121118 0.290 0.300
201810121124 0.282 0.294
201810121130 0.273 0.284
201810121136 0.264 0.275
201810121142 0.255 0.270
201810121148 0.245 0.265
201810121154 0.236 0.259
201810121200 0.226 0.250
201810121206 0.216 0.246
201810121212 0.206 0.237
201810121218 0.196 0.228
201810121224 0.186 0.218
201810121230 0.176 0.211
201810121236 0.165 0.201
201810121242 0.155 0.189
201810121248 0.145 0.180
201810121254 0.135 0.173
201810121300 0.125 0.167
201810121306 0.115 0.158
201810121312 0.105 0.151
201810121318 0.095 0.143
201810121324 0.085 0.137
201810121330 0.075 0.131
201810121336 0.065 0.126
201810121342 0.056 0.119
201810121348 0.046 0.109
201810121354 0.037 0.100
201810121400 0.028 0.093
201810121406 0.019 0.084
201810121412 0.010 0.078
201810121418 0.001 0.072
201810121424 -0.007 0.064
201810121430 -0.016 0.055
201810121436 -0.024 0.049
201810121442 -0.032 0.044
201810121448 -0.040 0.038
201810121454 -0.047 0.031
201810121500 -0.055 0.024
201810121506 -0.062 0.018
201810121512 -0.069 0.016
201810121518 -0.076 0.014
201810121524 -0.082 0.009
201810121530 -0.088 0.003
201810121536 -0.094 -0.003
201810121542 -0.100 -0.006
201810121548 -0.105 -0.008
201810121554 -0.111 -0.011
201810121600 -0.115 -0.018
201810121606 -0.120 -0.023
201810121612 -0.124 -0.028
201810121618 -0.128 -0.031
201810121624 -0.131 -0.033
201810121630 -0.134 -0.033
201810121636 -0.137 -0.034
201810121642 -0.139 -0.035
201810121648 -0.141 -0.035
201810121654 -0.143 -0.031
201810121700 -0.144 -0.023
201810121706 -0.144 -0.018
201810121712 -0.144 -0.011
201810121718 -0.144 -0.008
201810121724 -0.143 -0.006
201810121730 -0.142 -0.004
201810121736 -0.140 0.002
201810121742 -0.138 0.013
201810121748 -0.135 0.019
201810121754 -0.132 0.027
201810121800 -0.129 0.035
201810121806 -0.125 0.043
201810121812 -0.120 0.050
201810121818 -0.115 0.056
201810121824 -0.109 0.066
201810121830 -0.103 0.076
201810121836 -0.097 0.085
201810121842 -0.090 0.094
201810121848 -0.083 0.101
201810121854 -0.075 0.113
201810121900 -0.067 0.126
201810121906 -0.059 0.131
201810121912 -0.050 0.138
201810121918 -0.041 0.144
201810121924 -0.031 0.148
201810121930 -0.021 0.158
201810121936 -0.011 0.171
201810121942 -0.001 0.179
201810121948 0.010 0.193
201810121954 0.020 0.204
201810122000 0.031 0.218
201810122006 0.042 0.230
201810122012 0.053 0.241
201810122018 0.065 0.250
201810122024 0.076 0.266
201810122030 0.087 0.278
201810122036 0.099 0.290
201810122042 0.110 0.301
201810122048 0.121 0.312
201810122054 0.132 0.326
201810122100 0.143 0.338
201810122106 0.154 0.353
201810122112 0.165 0.367
201810122118 0.175 0.378
201810122124 0.185 0.386
201810122130 0.195 0.396
201810122136 0.205 0.405
201810122142 0.214 0.413
201810122148 0.223 0.422
201810122154 0.231 0.430
201810122200 0.239 0.440
201810122206 0.247 0.447
201810122212 0.255 0.455
201810122218 0.261 0.458
201810122224 0.268 0.465
201810122230 0.274 0.472
201810122236 0.280 0.476
201810122242 0.285 0.478
201810122248 0.289 0.483
201810122254 0.294 0.488
201810122300 0.298 0.490
201810122306 0.301 0.491
201810122312 0.304 0.492
201810122318 0.307 0.491
201810122324 0.309 0.495
201810122330 0.310 0.494
201810122336 0.312 0.493
201810122342 0.313 0.492
201810122348 0.314 0.493
201810122354 0.314 0.494
201810130000 0.314 0.491
201810130006 0.314 0.488
201810130012 0.313 0.486
201810130018 0.312 0.483
201810130024 0.311 0.478
201810130030 0.310 0.474
201810130036 0.308 0.470
201810130042 0.306 0.461
201810130048 0.304 0.456
201810130054 0.302 0.455
201810130100 0.300 0.453
201810130106 0.297 0.446
201810130112 0.294 0.438
201810130118 0.292 0.436
201810130124 0.289 0.432
201810130130 0.286 0.426
201810130136 0.282 0.421
201810130142 0.279 0.415
201810130148 0.276 0.411
201810130154 0.272 0.403
201810130200 0.269 0.396
201810130206 0.265 0.391
201810130212 0.262 0.384
201810130218 0.258 0.378
201810130224 0.254 0.373
201810130230 0.251 0.366
201810130236 0.247 0.362
201810130242 0.244 0.357
201810130248 0.240 0.351
201810130254 0.236 0.344
201810130300 0.233 0.335
201810130306 0.230 0.328
201810130312 0.226 0.324
201810130318 0.223 0.316
201810130324 0.220 0.310
201810130330 0.217 0.307
201810130336 0.214 0.305
201810130342 0.212 0.300
201810130348 0.209 0.301
201810130354 0.207 0.295
201810130400 0.205 0.291
201810130406 0.203 0.290
201810130412 0.201 0.287
201810130418 0.200 0.284
201810130424 0.199 0.282
201810130430 0.198 0.279
201810130436 0.197 0.276
201810130442 0.196 0.280
201810130448 0.196 0.282
201810130454 0.196 0.280
201810130500 0.197 0.278
201810130506 0.198 0.280
201810130512 0.198 0.281
201810130518 0.200 0.280
201810130524 0.201 0.280
201810130530 0.203 0.282
201810130536 0.205 0.284
201810130542 0.207 0.285
201810130548 0.210 0.287
201810130554 0.213 0.290
201810130600 0.216 0.292
201810130606 0.219 0.296
201810130612 0.223 0.300
201810130618 0.227 0.303
201810130624 0.231 0.307
201810130630 0.235 0.312
201810130636 0.239 0.317
201810130642 0.244 0.321
201810130648 0.249 0.323
201810130654 0.254 0.327
201810130700 0.259 0.329
201810130706 0.264 0.332
201810130712 0.269 0.336
201810130718 0.275 0.339
201810130724 0.280 0.346
201810130730 0.286 0.354
201810130736 0.291 0.358
201810130742 0.297 0.364
201810130748 0.302 0.371
201810130754 0.308 0.373
201810130800 0.313 0.376
201810130806 0.319 0.380
201810130812 0.324 0.384
201810130818 0.329 0.389
201810130824 0.334 0.392
201810130830 0.339 0.397
201810130836 0.344 0.404
201810130842 0.348 0.408
201810130848 0.352 0.410
201810130854 0.356 0.413
201810130900 0.360 0.417
201810130906 0.363 0.420
201810130912 0.366 0.421
201810130918 0.368 0.420
201810130924 0.371 0.421
201810130930 0.372 0.423
201810130936 0.374 0.424
201810130942 0.375 0.424
201810130948 0.375 0.421
201810130954 0.375 0.420
201810131000 0.375 0.421
201810131006 0.374 0.421
201810131012 0.372 0.420
201810131018 0.370 0.418
201810131024 0.368 0.412
201810131030 0.365 0.406
201810131036 0.362 0.402
201810131042 0.358 0.401
201810131048 0.354 0.397
201810131054 0.349 0.394
201810131100 0.344 0.389
201810131106 0.338 0.385
201810131112 0.332 0.380
201810131118 0.325 0.376
201810131124 0.319 0.369
201810131130 0.311 0.360
201810131136 0.304 0.352
201810131142 0.296 0.347
201810131148 0.288 0.338
201810131154 0.280 0.331
201810131200 0.271 0.324
201810131206 0.262 0.315
201810131212 0.253 0.307
201810131218 0.244 0.300
201810131224 0.235 0.290
201810131230 0.225 0.281
201810131236 0.216 0.272
201810131242 0.206 0.264
201810131248 0.197 0.255
201810131254 0.187 0.246
201810131300 0.177 0.240
201810131306 0.168 0.235
201810131312 0.158 0.225
201810131318 0.148 0.217
201810131324 0.138 0.209
201810131330 0.129 0.198
201810131336 0.119 0.187
201810131342 0.110 0.176
201810131348 0.100 0.165
201810131354 0.091 0.154
201810131400 0.081 0.145
201810131406 0.072 0.132
201810131412 0.062 0.122
201810131418 0.053 0.112
201810131424 0.044 0.103
201810131430 0.035 0.095
201810131436 0.026 0.085
201810131442 0.018 0.077
201810131448 0.009 0.070
201810131454 0.000 0.063
201810131500 -0.008 0.054
201810131506 -0.016 0.045
201810131512 -0.025 0.038
201810131518 -0.033 0.031
201810131524 -0.040 0.023
201810131530 -0.048 0.016
201810131536 -0.055 0.006
201810131542 -0.062 -0.004
201810131548 -0.069 -0.014
201810131554 -0.076 -0.022
201810131600 -0.083 -0.030
201810131606 -0.089 -0.039
201810131612 -0.095 -0.045
201810131618 -0.101 -0.052
201810131624 -0.106 -0.059
201810131630 -0.111 -0.064
201810131636 -0.116 -0.069
201810131642 -0.120 -0.075
201810131648 -0.124 -0.080
201810131654 -0.128 -0.084
201810131700 -0.132 -0.087
201810131706 -0.135 -0.090
201810131712 -0.137 -0.092
201810131718 -0.140 -0.093
201810131724 -0.142 -0.097
201810131730 -0.143 -0.095
201810131736 -0.144 -0.097
201810131742 -0.145 -0.096
201810131748 -0.146 -0.097
201810131754 -0.146 -0.098
201810131800 -0.145 -0.097
201810131806 -0.145 -0.093
201810131812 -0.144 -0.091
201810131818 -0.142 -0.090
201810131824 -0.140 -0.087
201810131830 -0.138 -0.079
201810131836 -0.135 -0.070
201810131842 -0.132 -0.065
201810131848 -0.129 -0.060
201810131854 -0.125 -0.055
